0it [00:00, ?it/s]0it [00:14, ?it/s]
using 0 images for training, 0 images for validation.
[epoch 7, batch 71] loss: 0.667
[epoch 7, batch 72] loss: 0.670
[epoch 7, batch 73] loss: 0.685
[epoch 7, batch 74] loss: 0.731
[epoch 7, batch 75] loss: 0.687
[epoch 7, batch 76] loss: 0.708
[epoch 7, batch 77] loss: 0.700
[epoch 7, batch 78] loss: 0.648
[epoch 7, batch 79] loss: 0.667
[epoch 7, batch 80] loss: 0.671
[epoch 7, batch 81] loss: 0.658
[epoch 7, batch 82] loss: 0.659
[epoch 7, batch 83] loss: 0.717
[epoch 7, batch 84] loss: 0.705
[epoch 7, batch 85] loss: 0.652
[epoch 7, batch 86] loss: 0.671
[epoch 7, batch 87] loss: 0.692
[epoch 7, batch 88] loss: 0.663
[epoch 7, batch 89] loss: 0.707
[epoch 7, batch 90] loss: 0.676
[epoch 7, batch 91] loss: 0.689
[epoch 7, batch 92] loss: 0.668
[epoch 7, batch 93] loss: 0.701
[epoch 7, batch 94] loss: 0.687
[epoch 7, batch 95] loss: 0.667
[epoch 7, batch 96] loss: 0.701
[epoch 7, batch 97] loss: 0.700
[epoch 7, batch 98] loss: 0.675
[epoch 7, batch 99] loss: 0.680
[epoch 7, batch 100] loss: 0.694
[epoch 7, batch 101] loss: 0.680
[epoch 7, batch 102] loss: 0.690
[epoch 7, batch 103] loss: 0.698
[epoch 7, batch 104] loss: 0.713
[epoch 7, batch 105] loss: 0.695
[epoch 7, batch 106] loss: 0.681
[epoch 7, batch 107] loss: 0.666
[epoch 7, batch 108] loss: 0.691
[epoch 7, batch 109] loss: 0.672
[epoch 7, batch 110] loss: 0.662
[epoch 7, batch 111] loss: 0.691
[epoch 7, batch 112] loss: 0.697
[epoch 7, batch 113] loss: 0.693
[epoch 7, batch 114] loss: 0.650
[epoch 7, batch 115] loss: 0.699
[epoch 7, batch 116] loss: 0.692
[epoch 7, batch 117] loss: 0.678
[epoch 7, batch 118] loss: 0.666
[epoch 7, batch 119] loss: 0.698
[epoch 7, batch 120] loss: 0.676
[epoch 7, batch 121] loss: 0.735
[epoch 7, batch 122] loss: 0.666
[epoch 7, batch 123] loss: 0.701
[epoch 7, batch 124] loss: 0.681
[epoch 7, batch 125] loss: 0.688
[epoch 7, batch 126] loss: 0.671
[epoch 7, batch 127] loss: 0.667
[epoch 7, batch 128] loss: 0.676
[epoch 7, batch 129] loss: 0.649
[epoch 7, batch 130] loss: 0.681
[epoch 7, batch 131] loss: 0.658
[epoch 7, batch 132] loss: 0.696
[epoch 7, batch 133] loss: 0.688
[epoch 7, batch 134] loss: 0.664
[epoch 7, batch 135] loss: 0.671
[epoch 7, batch 136] loss: 0.645
[epoch 7, batch 137] loss: 0.707
[epoch 7, batch 138] loss: 0.662
[epoch 7, batch 139] loss: 0.708
[epoch 7, batch 140] loss: 0.689
[epoch 7, batch 141] loss: 0.667
[epoch 7, batch 142] loss: 0.576
[epoch 7, batch 143] loss: 0.700
[epoch 7, batch 144] loss: 0.735
[epoch 7, batch 145] loss: 0.700
[epoch 7, batch 146] loss: 0.694
[epoch 7, batch 147] loss: 0.689
[epoch 7, batch 148] loss: 0.691
[epoch 7, batch 149] loss: 0.688
[epoch 7, batch 150] loss: 0.675
[epoch 7, batch 151] loss: 0.673
[epoch 7, batch 152] loss: 0.680
[epoch 7, batch 153] loss: 0.668
[epoch 7, batch 154] loss: 0.703
[epoch 7, batch 155] loss: 0.676
[epoch 7, batch 156] loss: 0.665
[epoch 7, batch 157] loss: 0.666
[epoch 7, batch 158] loss: 0.726
[epoch 7, batch 159] loss: 0.647
[epoch 7, batch 160] loss: 0.671
[epoch 7, batch 161] loss: 0.691
[epoch 7, batch 162] loss: 0.692
[epoch 7, batch 163] loss: 0.709
[epoch 7, batch 164] loss: 0.688
[epoch 7, batch 165] loss: 0.663
[epoch 7, batch 166] loss: 0.755
[epoch 7, batch 167] loss: 0.678
[epoch 7, batch 168] loss: 0.685
[epoch 7, batch 169] loss: 0.627
[epoch 7, batch 170] loss: 0.747
[epoch 7, batch 171] loss: 0.691
[epoch 7, batch 172] loss: 0.675
[epoch 7, batch 173] loss: 0.646
[epoch 7, batch 174] loss: 0.673
[epoch 7, batch 175] loss: 0.672
[epoch 7, batch 176] loss: 0.697
[epoch 7, batch 177] loss: 0.659
[epoch 7, batch 178] loss: 0.666
[epoch 7, batch 179] loss: 0.637
[epoch 7, batch 180] loss: 0.702
[epoch 7, batch 181] loss: 0.663
[epoch 7, batch 182] loss: 0.649
[epoch 7, batch 183] loss: 0.699
[epoch 7, batch 184] loss: 0.607
[epoch 7, batch 185] loss: 0.668
[epoch 7, batch 186] loss: 0.732
[epoch 7, batch 187] loss: 0.702
[epoch 7, batch 188] loss: 0.694
[epoch 7, batch 189] loss: 0.667
[epoch 7, batch 190] loss: 0.680
[epoch 7, batch 191] loss: 0.679
[epoch 7, batch 192] loss: 0.665
[epoch 7, batch 193] loss: 0.689
[epoch 7, batch 194] loss: 0.673
[epoch 7, batch 195] loss: 0.719
[epoch 7, batch 196] loss: 0.659
[epoch 7, batch 197] loss: 0.700
[epoch 7, batch 198] loss: 0.682
[epoch 7, batch 199] loss: 0.708
[epoch 7, batch 200] loss: 0.665
[epoch 7, batch 201] loss: 0.739
[epoch 7, batch 202] loss: 0.697
[epoch 7, batch 203] loss: 0.655
[epoch 7, batch 204] loss: 0.692
[epoch 7, batch 205] loss: 0.706
[epoch 7, batch 206] loss: 0.651
  0%|                        | 0/30 [00:00<?, ?it/s]valid epoch[7/200] loss:0.682 acc:17.000:   3%| | 1/valid epoch[7/200] loss:0.750 acc:117.000:  23%|2| 7valid epoch[7/200] loss:0.698 acc:221.000:  43%|4| 1valid epoch[7/200] loss:0.703 acc:342.000:  67%|6| 2valid epoch[7/200] loss:0.702 acc:460.000:  90%|9| 2valid epoch[7/200] loss:0.671 acc:506.000: 100%|#| 3
[epoch 7] train_loss: 0.682  val_accuracy: 0.535
[epoch 8, batch 1] loss: 0.686
[epoch 8, batch 2] loss: 0.654
[epoch 8, batch 3] loss: 0.679
[epoch 8, batch 4] loss: 0.660
[epoch 8, batch 5] loss: 0.668
[epoch 8, batch 6] loss: 0.741
[epoch 8, batch 7] loss: 0.674
[epoch 8, batch 8] loss: 0.705
[epoch 8, batch 9] loss: 0.674
[epoch 8, batch 10] loss: 0.717
[epoch 8, batch 11] loss: 0.642
[epoch 8, batch 12] loss: 0.665
[epoch 8, batch 13] loss: 0.733
[epoch 8, batch 14] loss: 0.665
[epoch 8, batch 15] loss: 0.704
[epoch 8, batch 16] loss: 0.667
[epoch 8, batch 17] loss: 0.714
[epoch 8, batch 18] loss: 0.702
[epoch 8, batch 19] loss: 0.715
[epoch 8, batch 20] loss: 0.658
[epoch 8, batch 21] loss: 0.696
[epoch 8, batch 22] loss: 0.710
[epoch 8, batch 23] loss: 0.655
[epoch 8, batch 24] loss: 0.705
[epoch 8, batch 25] loss: 0.670
[epoch 8, batch 26] loss: 0.692
[epoch 8, batch 27] loss: 0.681
[epoch 8, batch 28] loss: 0.689
[epoch 8, batch 29] loss: 0.691
[epoch 8, batch 30] loss: 0.718
[epoch 8, batch 31] loss: 0.676
[epoch 8, batch 32] loss: 0.675
[epoch 8, batch 33] loss: 0.709
[epoch 8, batch 34] loss: 0.671
[epoch 8, batch 35] loss: 0.649
[epoch 8, batch 36] loss: 0.652
[epoch 8, batch 37] loss: 0.721
[epoch 8, batch 38] loss: 0.684
[epoch 8, batch 39] loss: 0.679
[epoch 8, batch 40] loss: 0.648
[epoch 8, batch 41] loss: 0.707
[epoch 8, batch 42] loss: 0.715
[epoch 8, batch 43] loss: 0.681
[epoch 8, batch 44] loss: 0.681
[epoch 8, batch 45] loss: 0.661
[epoch 8, batch 46] loss: 0.687
[epoch 8, batch 47] loss: 0.627
[epoch 8, batch 48] loss: 0.613
[epoch 8, batch 49] loss: 0.727
[epoch 8, batch 50] loss: 0.655
[epoch 8, batch 51] loss: 0.707
[epoch 8, batch 52] loss: 0.667
[epoch 8, batch 53] loss: 0.689
[epoch 8, batch 54] loss: 0.696
[epoch 8, batch 55] loss: 0.672
[epoch 8, batch 56] loss: 0.694
[epoch 8, batch 57] loss: 0.725
[epoch 8, batch 58] loss: 0.664
[epoch 8, batch 59] loss: 0.661
[epoch 8, batch 60] loss: 0.621
[epoch 8, batch 61] loss: 0.686
[epoch 8, batch 62] loss: 0.682
[epoch 8, batch 63] loss: 0.656
[epoch 8, batch 64] loss: 0.654
[epoch 8, batch 65] loss: 0.707
[epoch 8, batch 66] loss: 0.685
[epoch 8, batch 67] loss: 0.652
[epoch 8, batch 68] loss: 0.730
[epoch 8, batch 69] loss: 0.682
[epoch 8, batch 70] loss: 0.710
[epoch 8, batch 71] loss: 0.670
[epoch 8, batch 72] loss: 0.676
[epoch 8, batch 73] loss: 0.690
[epoch 8, batch 74] loss: 0.728
[epoch 8, batch 75] loss: 0.688
[epoch 8, batch 76] loss: 0.707
[epoch 8, batch 77] loss: 0.703
[epoch 8, batch 78] loss: 0.649
[epoch 8, batch 79] loss: 0.679
[epoch 8, batch 80] loss: 0.672
[epoch 8, batch 81] loss: 0.657
[epoch 8, batch 82] loss: 0.660
[epoch 8, batch 83] loss: 0.715
[epoch 8, batch 84] loss: 0.704
[epoch 8, batch 85] loss: 0.641
[epoch 8, batch 86] loss: 0.680
[epoch 8, batch 87] loss: 0.693
[epoch 8, batch 88] loss: 0.662
[epoch 8, batch 89] loss: 0.708
[epoch 8, batch 90] loss: 0.671
[epoch 8, batch 91] loss: 0.685
[epoch 8, batch 92] loss: 0.669
[epoch 8, batch 93] loss: 0.696
[epoch 8, batch 94] loss: 0.685
[epoch 8, batch 95] loss: 0.669
[epoch 8, batch 96] loss: 0.705
[epoch 8, batch 97] loss: 0.704
[epoch 8, batch 98] loss: 0.658
[epoch 8, batch 99] loss: 0.685
[epoch 8, batch 100] loss: 0.672
[epoch 8, batch 101] loss: 0.684
[epoch 8, batch 102] loss: 0.687
[epoch 8, batch 103] loss: 0.696
[epoch 8, batch 104] loss: 0.703
[epoch 8, batch 105] loss: 0.688
[epoch 8, batch 106] loss: 0.686
[epoch 8, batch 107] loss: 0.658
[epoch 8, batch 108] loss: 0.688
[epoch 8, batch 109] loss: 0.677
[epoch 8, batch 110] loss: 0.664
[epoch 8, batch 111] loss: 0.697
[epoch 8, batch 112] loss: 0.700
[epoch 8, batch 113] loss: 0.690
[epoch 8, batch 114] loss: 0.639
[epoch 8, batch 115] loss: 0.705
[epoch 8, batch 116] loss: 0.694
[epoch 8, batch 117] loss: 0.680
[epoch 8, batch 118] loss: 0.667
[epoch 8, batch 119] loss: 0.699
[epoch 8, batch 120] loss: 0.670
[epoch 8, batch 121] loss: 0.735
[epoch 8, batch 122] loss: 0.664
[epoch 8, batch 123] loss: 0.711
[epoch 8, batch 124] loss: 0.680
[epoch 8, batch 125] loss: 0.697
[epoch 8, batch 126] loss: 0.666
[epoch 8, batch 127] loss: 0.672
[epoch 8, batch 128] loss: 0.667
[epoch 8, batch 129] loss: 0.654
[epoch 8, batch 130] loss: 0.680
[epoch 8, batch 131] loss: 0.661
[epoch 8, batch 132] loss: 0.686
[epoch 8, batch 133] loss: 0.702
[epoch 8, batch 134] loss: 0.659
[epoch 8, batch 135] loss: 0.664
[epoch 8, batch 136] loss: 0.638
[epoch 8, batch 137] loss: 0.707
[epoch 8, batch 138] loss: 0.666
[epoch 8, batch 139] loss: 0.704
[epoch 8, batch 140] loss: 0.688
[epoch 8, batch 141] loss: 0.672
[epoch 8, batch 142] loss: 0.536
[epoch 8, batch 143] loss: 0.701
[epoch 8, batch 144] loss: 0.735
[epoch 8, batch 145] loss: 0.695
[epoch 8, batch 146] loss: 0.685
[epoch 8, batch 147] loss: 0.683
[epoch 8, batch 148] loss: 0.690
[epoch 8, batch 149] loss: 0.672
[epoch 8, batch 150] loss: 0.678
[epoch 8, batch 151] loss: 0.670
[epoch 8, batch 152] loss: 0.683
[epoch 8, batch 153] loss: 0.660
[epoch 8, batch 154] loss: 0.701
[epoch 8, batch 155] loss: 0.658
[epoch 8, batch 156] loss: 0.657
[epoch 8, batch 157] loss: 0.660
[epoch 8, batch 158] loss: 0.731
[epoch 8, batch 159] loss: 0.608
[epoch 8, batch 160] loss: 0.658
[epoch 8, batch 161] loss: 0.694
[epoch 8, batch 162] loss: 0.688
[epoch 8, batch 163] loss: 0.711
[epoch 8, batch 164] loss: 0.688
[epoch 8, batch 165] loss: 0.666
[epoch 8, batch 166] loss: 0.742
[epoch 8, batch 167] loss: 0.689
[epoch 8, batch 168] loss: 0.698
[epoch 8, batch 169] loss: 0.628
[epoch 8, batch 170] loss: 0.748
[epoch 8, batch 171] loss: 0.685
[epoch 8, batch 172] loss: 0.671
[epoch 8, batch 173] loss: 0.649
[epoch 8, batch 174] loss: 0.679
[epoch 8, batch 175] loss: 0.670
[epoch 8, batch 176] loss: 0.700
[epoch 8, batch 177] loss: 0.657
[epoch 8, batch 178] loss: 0.667
[epoch 8, batch 179] loss: 0.635
[epoch 8, batch 180] loss: 0.717
[epoch 8, batch 181] loss: 0.669
[epoch 8, batch 182] loss: 0.644
[epoch 8, batch 183] loss: 0.700
[epoch 8, batch 184] loss: 0.609
[epoch 8, batch 185] loss: 0.676
[epoch 8, batch 186] loss: 0.718
[epoch 8, batch 187] loss: 0.697
[epoch 8, batch 188] loss: 0.691
[epoch 8, batch 189] loss: 0.668
[epoch 8, batch 190] loss: 0.679
[epoch 8, batch 191] loss: 0.675
[epoch 8, batch 192] loss: 0.665
[epoch 8, batch 193] loss: 0.687
[epoch 8, batch 194] loss: 0.676
[epoch 8, batch 195] loss: 0.710
[epoch 8, batch 196] loss: 0.658
[epoch 8, batch 197] loss: 0.698
[epoch 8, batch 198] loss: 0.680
[epoch 8, batch 199] loss: 0.704
[epoch 8, batch 200] loss: 0.664
[epoch 8, batch 201] loss: 0.741
[epoch 8, batch 202] loss: 0.692
[epoch 8, batch 203] loss: 0.652
[epoch 8, batch 204] loss: 0.692
[epoch 8, batch 205] loss: 0.706
[epoch 8, batch 206] loss: 0.654
  0%|                        | 0/30 [00:00<?, ?it/s]valid epoch[8/200] loss:0.680 acc:17.000:   3%| | 1/valid epoch[8/200] loss:0.668 acc:35.000:   7%| | 2/valid epoch[8/200] loss:0.696 acc:152.000:  30%|3| 9valid epoch[8/200] loss:0.706 acc:272.000:  53%|5| 1valid epoch[8/200] loss:0.719 acc:368.000:  73%|7| 2valid epoch[8/200] loss:0.690 acc:479.000:  93%|9| 2valid epoch[8/200] loss:0.656 acc:506.000: 100%|#| 3
[epoch 8] train_loss: 0.681  val_accuracy: 0.535
[epoch 9, batch 1] loss: 0.683
[epoch 9, batch 2] loss: 0.649
[epoch 9, batch 3] loss: 0.683
[epoch 9, batch 4] loss: 0.658
[epoch 9, batch 5] loss: 0.664
[epoch 9, batch 6] loss: 0.748
[epoch 9, batch 7] loss: 0.665
[epoch 9, batch 8] loss: 0.700
[epoch 9, batch 9] loss: 0.670
[epoch 9, batch 10] loss: 0.729
[epoch 9, batch 11] loss: 0.636
[epoch 9, batch 12] loss: 0.662
[epoch 9, batch 13] loss: 0.747
[epoch 9, batch 14] loss: 0.669
[epoch 9, batch 15] loss: 0.691
[epoch 9, batch 16] loss: 0.653
[epoch 9, batch 17] loss: 0.723
[epoch 9, batch 18] loss: 0.684
[epoch 9, batch 19] loss: 0.715
[epoch 9, batch 20] loss: 0.650
[epoch 9, batch 21] loss: 0.697
[epoch 9, batch 22] loss: 0.705
[epoch 9, batch 23] loss: 0.643
[epoch 9, batch 24] loss: 0.705
[epoch 9, batch 25] loss: 0.662
[epoch 9, batch 26] loss: 0.694
[epoch 9, batch 27] loss: 0.688
[epoch 9, batch 28] loss: 0.703
[epoch 9, batch 29] loss: 0.699
[epoch 9, batch 30] loss: 0.725
[epoch 9, batch 31] loss: 0.655
[epoch 9, batch 32] loss: 0.679
[epoch 9, batch 33] loss: 0.715
[epoch 9, batch 34] loss: 0.686
[epoch 9, batch 35] loss: 0.637
[epoch 9, batch 36] loss: 0.649
[epoch 9, batch 37] loss: 0.738
[epoch 9, batch 38] loss: 0.677
[epoch 9, batch 39] loss: 0.667
[epoch 9, batch 40] loss: 0.637
[epoch 9, batch 41] loss: 0.716
[epoch 9, batch 42] loss: 0.721
[epoch 9, batch 43] loss: 0.683
[epoch 9, batch 44] loss: 0.683
[epoch 9, batch 45] loss: 0.646
[epoch 9, batch 46] loss: 0.696
[epoch 9, batch 47] loss: 0.629
[epoch 9, batch 48] loss: 0.608
[epoch 9, batch 49] loss: 0.741
[epoch 9, batch 50] loss: 0.664
[epoch 9, batch 51] loss: 0.700
[epoch 9, batch 52] loss: 0.661
[epoch 9, batch 53] loss: 0.683
[epoch 9, batch 54] loss: 0.702
[epoch 9, batch 55] loss: 0.679
[epoch 9, batch 56] loss: 0.692
[epoch 9, batch 57] loss: 0.729
[epoch 9, batch 58] loss: 0.667
[epoch 9, batch 59] loss: 0.650
[epoch 9, batch 60] loss: 0.616
[epoch 9, batch 61] loss: 0.688
[epoch 9, batch 62] loss: 0.682
[epoch 9, batch 63] loss: 0.650
[epoch 9, batch 64] loss: 0.651
[epoch 9, batch 65] loss: 0.699
[epoch 9, batch 66] loss: 0.681
[epoch 9, batch 67] loss: 0.648
[epoch 9, batch 68] loss: 0.735
[epoch 9, batch 69] loss: 0.674
[epoch 9, batch 70] loss: 0.706
[epoch 9, batch 71] loss: 0.673
[epoch 9, batch 72] loss: 0.682
[epoch 9, batch 73] loss: 0.691
[epoch 9, batch 74] loss: 0.731
[epoch 9, batch 75] loss: 0.684
[epoch 9, batch 76] loss: 0.717
[epoch 9, batch 77] loss: 0.695
[epoch 9, batch 78] loss: 0.650
[epoch 9, batch 79] loss: 0.669
[epoch 9, batch 80] loss: 0.673
[epoch 9, batch 81] loss: 0.670
[epoch 9, batch 82] loss: 0.650
[epoch 9, batch 83] loss: 0.715
[epoch 9, batch 84] loss: 0.706
[epoch 9, batch 85] loss: 0.643
[epoch 9, batch 86] loss: 0.674
[epoch 9, batch 87] loss: 0.693
[epoch 9, batch 88] loss: 0.661
[epoch 9, batch 89] loss: 0.709
[epoch 9, batch 90] loss: 0.668
[epoch 9, batch 91] loss: 0.678
[epoch 9, batch 92] loss: 0.666
[epoch 9, batch 93] loss: 0.714
[epoch 9, batch 94] loss: 0.685
[epoch 9, batch 95] loss: 0.668
[epoch 9, batch 96] loss: 0.715
[epoch 9, batch 97] loss: 0.707
[epoch 9, batch 98] loss: 0.659
[epoch 9, batch 99] loss: 0.683
[epoch 9, batch 100] loss: 0.696
[epoch 9, batch 101] loss: 0.693
[epoch 9, batch 102] loss: 0.683
[epoch 9, batch 103] loss: 0.704
[epoch 9, batch 104] loss: 0.691
[epoch 9, batch 105] loss: 0.687
[epoch 9, batch 106] loss: 0.687
[epoch 9, batch 107] loss: 0.661
[epoch 9, batch 108] loss: 0.684
[epoch 9, batch 109] loss: 0.674
[epoch 9, batch 110] loss: 0.663
[epoch 9, batch 111] loss: 0.689
[epoch 9, batch 112] loss: 0.701
[epoch 9, batch 113] loss: 0.701
[epoch 9, batch 114] loss: 0.645
[epoch 9, batch 115] loss: 0.698
[epoch 9, batch 116] loss: 0.692
[epoch 9, batch 117] loss: 0.682
[epoch 9, batch 118] loss: 0.672
[epoch 9, batch 119] loss: 0.701
[epoch 9, batch 120] loss: 0.674
[epoch 9, batch 121] loss: 0.737
[epoch 9, batch 122] loss: 0.660
[epoch 9, batch 123] loss: 0.695
[epoch 9, batch 124] loss: 0.681
[epoch 9, batch 125] loss: 0.682
[epoch 9, batch 126] loss: 0.669
[epoch 9, batch 127] loss: 0.665
[epoch 9, batch 128] loss: 0.667
[epoch 9, batch 129] loss: 0.648
[epoch 9, batch 130] loss: 0.676
[epoch 9, batch 131] loss: 0.657
[epoch 9, batch 132] loss: 0.680
[epoch 9, batch 133] loss: 0.695
[epoch 9, batch 134] loss: 0.658
[epoch 9, batch 135] loss: 0.656
[epoch 9, batch 136] loss: 0.638
[epoch 9, batch 137] loss: 0.711
[epoch 9, batch 138] loss: 0.660
[epoch 9, batch 139] loss: 0.708
[epoch 9, batch 140] loss: 0.682
[epoch 9, batch 141] loss: 0.661
[epoch 9, batch 142] loss: 0.587
[epoch 9, batch 143] loss: 0.704
[epoch 9, batch 144] loss: 0.730
[epoch 9, batch 145] loss: 0.688
[epoch 9, batch 146] loss: 0.692
[epoch 9, batch 147] loss: 0.686
[epoch 9, batch 148] loss: 0.680
[epoch 9, batch 149] loss: 0.661
[epoch 9, batch 150] loss: 0.678
[epoch 9, batch 151] loss: 0.670
[epoch 9, batch 152] loss: 0.689
[epoch 9, batch 153] loss: 0.649
[epoch 9, batch 154] loss: 0.701
[epoch 9, batch 155] loss: 0.651
[epoch 9, batch 156] loss: 0.658
[epoch 9, batch 157] loss: 0.656
[epoch 9, batch 158] loss: 0.725
[epoch 9, batch 159] loss: 0.620
[epoch 9, batch 160] loss: 0.650
[epoch 9, batch 161] loss: 0.695
[epoch 9, batch 162] loss: 0.683
[epoch 9, batch 163] loss: 0.696
[epoch 9, batch 164] loss: 0.695
[epoch 9, batch 165] loss: 0.664
[epoch 9, batch 166] loss: 0.730
[epoch 9, batch 167] loss: 0.671
[epoch 9, batch 168] loss: 0.698
[epoch 9, batch 169] loss: 0.620
[epoch 9, batch 170] loss: 0.748
[epoch 9, batch 171] loss: 0.681
[epoch 9, batch 172] loss: 0.664
[epoch 9, batch 173] loss: 0.643
[epoch 9, batch 174] loss: 0.684
[epoch 9, batch 175] loss: 0.661
[epoch 9, batch 176] loss: 0.693
[epoch 9, batch 177] loss: 0.652
[epoch 9, batch 178] loss: 0.673
[epoch 9, batch 179] loss: 0.627
[epoch 9, batch 180] loss: 0.708
[epoch 9, batch 181] loss: 0.672
[epoch 9, batch 182] loss: 0.653
[epoch 9, batch 183] loss: 0.701
[epoch 9, batch 184] loss: 0.598
[epoch 9, batch 185] loss: 0.662
[epoch 9, batch 186] loss: 0.734
[epoch 9, batch 187] loss: 0.704
[epoch 9, batch 188] loss: 0.697
[epoch 9, batch 189] loss: 0.669
[epoch 9, batch 190] loss: 0.677
[epoch 9, batch 191] loss: 0.685
[epoch 9, batch 192] loss: 0.658
[epoch 9, batch 193] loss: 0.691
[epoch 9, batch 194] loss: 0.677
[epoch 9, batch 195] loss: 0.717
[epoch 9, batch 196] loss: 0.664
[epoch 9, batch 197] loss: 0.687
[epoch 9, batch 198] loss: 0.690
[epoch 9, batch 199] loss: 0.712
[epoch 9, batch 200] loss: 0.669
[epoch 9, batch 201] loss: 0.737
[epoch 9, batch 202] loss: 0.689
[epoch 9, batch 203] loss: 0.656
[epoch 9, batch 204] loss: 0.699
[epoch 9, batch 205] loss: 0.707
[epoch 9, batch 206] loss: 0.655
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[9/200] loss:0.684 accvalid epoch[9/200] loss:0.670 accvalid epoch[9/200] loss:0.693 accvalid epoch[9/200] loss:0.696 accvalid epoch[9/200] loss:0.711 accvalid epoch[9/200] loss:0.655 accvalid epoch[9/200] loss:0.660 acc
[epoch 9] train_loss: 0.681  val_accuracy: 0.525
[epoch 10, batch 1] loss: 0.689
[epoch 10, batch 2] loss: 0.646
[epoch 10, batch 3] loss: 0.679
[epoch 10, batch 4] loss: 0.656
[epoch 10, batch 5] loss: 0.672
[epoch 10, batch 6] loss: 0.742
[epoch 10, batch 7] loss: 0.670
[epoch 10, batch 8] loss: 0.691
[epoch 10, batch 9] loss: 0.674
[epoch 10, batch 10] loss: 0.714
[epoch 10, batch 11] loss: 0.640
[epoch 10, batch 12] loss: 0.658
[epoch 10, batch 13] loss: 0.728
[epoch 10, batch 14] loss: 0.674
[epoch 10, batch 15] loss: 0.688
[epoch 10, batch 16] loss: 0.651
[epoch 10, batch 17] loss: 0.720
[epoch 10, batch 18] loss: 0.695
[epoch 10, batch 19] loss: 0.716
[epoch 10, batch 20] loss: 0.649
[epoch 10, batch 21] loss: 0.683
[epoch 10, batch 22] loss: 0.689
[epoch 10, batch 23] loss: 0.646
[epoch 10, batch 24] loss: 0.710
[epoch 10, batch 25] loss: 0.668
[epoch 10, batch 26] loss: 0.694
[epoch 10, batch 27] loss: 0.689
[epoch 10, batch 28] loss: 0.681
[epoch 10, batch 29] loss: 0.694
[epoch 10, batch 30] loss: 0.718
[epoch 10, batch 31] loss: 0.642
[epoch 10, batch 32] loss: 0.680
[epoch 10, batch 33] loss: 0.711
[epoch 10, batch 34] loss: 0.675
[epoch 10, batch 35] loss: 0.640
[epoch 10, batch 36] loss: 0.636
[epoch 10, batch 37] loss: 0.711
[epoch 10, batch 38] loss: 0.677
[epoch 10, batch 39] loss: 0.657
[epoch 10, batch 40] loss: 0.639
[epoch 10, batch 41] loss: 0.711
[epoch 10, batch 42] loss: 0.728
[epoch 10, batch 43] loss: 0.675
[epoch 10, batch 44] loss: 0.680
[epoch 10, batch 45] loss: 0.661
[epoch 10, batch 46] loss: 0.684
[epoch 10, batch 47] loss: 0.623
[epoch 10, batch 48] loss: 0.630
[epoch 10, batch 49] loss: 0.734
[epoch 10, batch 50] loss: 0.661
[epoch 10, batch 51] loss: 0.707
[epoch 10, batch 52] loss: 0.656
[epoch 10, batch 53] loss: 0.670
[epoch 10, batch 54] loss: 0.695
[epoch 10, batch 55] loss: 0.656
[epoch 10, batch 56] loss: 0.694
[epoch 10, batch 57] loss: 0.722
[epoch 10, batch 58] loss: 0.676
[epoch 10, batch 59] loss: 0.658
[epoch 10, batch 60] loss: 0.612
[epoch 10, batch 61] loss: 0.697
[epoch 10, batch 62] loss: 0.677
[epoch 10, batch 63] loss: 0.651
[epoch 10, batch 64] loss: 0.652
[epoch 10, batch 65] loss: 0.700
[epoch 10, batch 66] loss: 0.676
[epoch 10, batch 67] loss: 0.645
[epoch 10, batch 68] loss: 0.731
[epoch 10, batch 69] loss: 0.678
[epoch 10, batch 70] loss: 0.704
[epoch 10, batch 71] loss: 0.641
[epoch 10, batch 72] loss: 0.678
[epoch 10, batch 73] loss: 0.699
[epoch 10, batch 74] loss: 0.725
[epoch 10, batch 75] loss: 0.680
[epoch 10, batch 76] loss: 0.716
[epoch 10, batch 77] loss: 0.695
[epoch 10, batch 78] loss: 0.641
[epoch 10, batch 79] loss: 0.702
[epoch 10, batch 80] loss: 0.673
[epoch 10, batch 81] loss: 0.671
[epoch 10, batch 82] loss: 0.626
[epoch 10, batch 83] loss: 0.705
[epoch 10, batch 84] loss: 0.704
[epoch 10, batch 85] loss: 0.653
[epoch 10, batch 86] loss: 0.678
[epoch 10, batch 87] loss: 0.688
[epoch 10, batch 88] loss: 0.660
[epoch 10, batch 89] loss: 0.727
[epoch 10, batch 90] loss: 0.650
[epoch 10, batch 91] loss: 0.677
[epoch 10, batch 92] loss: 0.686
[epoch 10, batch 93] loss: 0.719
[epoch 10, batch 94] loss: 0.695
[epoch 10, batch 95] loss: 0.676
[epoch 10, batch 96] loss: 0.727
[epoch 10, batch 97] loss: 0.738
[epoch 10, batch 98] loss: 0.669
[epoch 10, batch 99] loss: 0.689
[epoch 10, batch 100] loss: 0.691
[epoch 10, batch 101] loss: 0.698
[epoch 10, batch 102] loss: 0.668
[epoch 10, batch 103] loss: 0.706
[epoch 10, batch 104] loss: 0.696
[epoch 10, batch 105] loss: 0.705
[epoch 10, batch 106] loss: 0.687
[epoch 10, batch 107] loss: 0.657
[epoch 10, batch 108] loss: 0.684
[epoch 10, batch 109] loss: 0.669
[epoch 10, batch 110] loss: 0.655
[epoch 10, batch 111] loss: 0.686
[epoch 10, batch 112] loss: 0.690
[epoch 10, batch 113] loss: 0.692
[epoch 10, batch 114] loss: 0.645
